epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1556.38,1.05951,3.69209,1.63257,0.00596,0.92778,0.23286,0.13146,1.1536,4.44921,2.20001,0.000193487,0.000193487,0.000193487
